Why Not,8,0,4,0,1,0,2,3,10,0,0,0,3,0
Why Not,9,0,6,0,1,0,0,3,4,1,0,0,3,0
Why Not,5,0,2,0,1,0,0,0,2,2,1,0,0,3
Why Not,6,0,0,0,0,0,0,0,0,0,0,0,1,0
Redeemers 2.0,9,0,0,0,0,0,0,0,0,0,1,0,0,0
Redeemers 2.0,13,0,7,0,1,1,4,0,1,2,1,0,0,1
Redeemers 2.0,3,1,1,0,0,0,0,4,1,0,0,0,0,2
Redeemers 2.0,4,4,8,2,3,0,0,0,2,0,3,0,4,0
Redeemers 2.0,23,0,2,0,0,1,2,1,0,0,2,0,0,1
Redeemers 2.0,38,1,6,0,3,0,0,1,1,0,1,0,2,1
Redeemers 2.0,7,0,1,0,0,1,2,0,0,1,1,0,0,1
Redeemers 2.0,11,0,0,0,0,2,2,0,1,0,0,0,0,0
Redeemers 2.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Redeemers 2.0,21,1,2,0,0,0,0,0,1,0,1,0,0,0
Redeemers 2.0,30,1,5,1,3,2,2,1,0,0,3,0,0,0
Redeemers 2.0,14,1,1,0,0,0,0,0,1,0,0,0,0,1
Redeemers 2.0,8,2,3,0,0,1,2,0,0,0,1,0,0,1
Blackjack,8,2,7,1,5,0,0,1,0,0,0,0,0,0
Blackjack,1,4,4,4,4,1,2,0,0,0,0,0,1,0
Blackjack,7,2,6,0,0,2,6,1,3,1,2,0,0,0
Blackjack,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackjack,0,0,4,0,4,0,0,0,0,1,0,0,0,0
Blackjack,2,1,2,0,0,0,0,1,2,2,1,0,0,0
Blackjack,3,0,0,0,0,0,0,0,0,0,1,0,0,0
Blackjack,6,2,9,1,7,0,0,1,3,4,0,0,1,0
Blackjack,10,1,2,0,0,0,0,0,4,0,0,0,1,2
WSND,32,3,12,1,5,0,0,3,4,1,1,0,4,3
WSND,7,2,6,2,3,0,0,1,3,2,4,1,1,0
WSND,3,5,11,0,1,1,2,6,3,1,1,0,1,0
WSND,1,1,4,0,0,0,0,2,1,2,1,0,1,2
WSND,10,3,9,1,3,0,0,0,5,1,1,1,4,1
WSND,6,0,0,0,0,0,0,0,0,1,0,0,0,0
WSND,22,0,1,0,1,0,0,0,0,0,0,0,0,0
Eastern Knights,1,2,6,0,1,1,2,0,1,1,1,1,14,1
Eastern Knights,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Eastern Knights,4,0,0,0,0,0,0,0,4,1,0,0,0,4
Eastern Knights,5,0,1,0,1,0,0,0,1,0,1,0,1,1
Eastern Knights,6,0,0,0,0,0,0,0,0,0,1,0,0,0
Eastern Knights,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Eastern Knights,8,1,2,0,1,0,0,0,0,0,0,0,0,0
Eastern Knights,9,2,4,2,4,0,0,0,5,0,0,0,4,0
Eastern Knights,10,0,2,0,0,0,0,1,0,0,0,0,1,1
Eastern Knights,0,0,1,0,0,0,0,1,0,0,0,0,3,1
Eastern Knights,11,1,1,0,0,2,2,0,4,0,1,0,3,5
GGDaDaDer,1,0,5,0,3,0,0,0,4,4,4,0,4,2
GGDaDaDer,4,4,7,0,0,3,5,0,5,1,2,0,4,3
GGDaDaDer,10,1,6,1,5,1,2,1,2,1,1,0,4,0
GGDaDaDer,3,2,4,0,0,0,0,0,3,3,1,0,3,0
GGDaDaDer,15,4,9,0,1,0,0,2,2,0,1,0,1,2
Dog,1,2,6,0,1,0,0,0,1,0,1,1,0,0
Dog,14,5,12,2,7,0,0,2,1,0,0,0,2,0
Dog,11,1,4,0,2,0,0,1,0,1,0,0,1,2
Dog,20,0,4,0,3,0,0,0,1,0,0,0,1,0
Dog,8,1,5,0,1,2,4,1,1,0,0,0,1,0
Dog,19,1,1,0,1,0,0,0,0,0,0,0,0,0
Dog,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Dog,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Dog,34,0,0,0,0,0,0,0,0,0,0,0,0,0
